Serie,Date,Day,Month,Year,Site,Management,Transect,Latitud_1,Longitud_1,Latitud_2,Longitud_2,Station,Depth,Surface,Species,Stage,Abundance,Substrate,Community,Frondosity ,Observaciones,Muestreado por,Anotado por,Ingresado por
8593,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12,NaN, Lessonia trabeculata ,Adulto,30,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8594,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,11.7,NaN, Lessonia trabeculata ,Adulto,24,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8595,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,10.6,NaN, Lessonia trabeculata ,Adulto,32,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8596,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.2,NaN, Lessonia trabeculata ,Adulto,30,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8597,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.3,NaN, Lessonia trabeculata ,Adulto,32,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8598,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,10.1,NaN, Lessonia trabeculata ,Adulto,36,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8599,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,11.9,NaN, Lessonia trabeculata ,Adulto,31,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8600,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12,NaN, Lessonia trabeculata ,Juvenil,3,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8601,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.5,NaN, Lessonia trabeculata ,Juvenil,4,2,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8602,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12.1,NaN, Lessonia trabeculata ,Juvenil,0,2,1-17-20(alga verde corta),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8603,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12,NaN, Lessonia trabeculata ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8604,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,11.7,NaN, Lessonia trabeculata ,Juvenil,37,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8605,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,10.6,NaN, Lessonia trabeculata ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8606,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.2,NaN, Lessonia trabeculata ,Juvenil,7,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8607,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.3,NaN, Lessonia trabeculata ,Juvenil,1,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8608,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,10.1,NaN, Lessonia trabeculata ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8609,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,11.9,NaN, Lessonia trabeculata ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8610,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8611,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.5,NaN, Lessonia trabeculata solo disco,NaN,0,2,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8612,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12.1,NaN, Lessonia trabeculata solo disco,NaN,0,2,1-17-20(alga verde corta),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8613,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8614,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,11.7,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8615,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,10.6,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8616,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.2,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8617,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.3,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8618,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,10.1,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8619,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,11.9,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8620,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12,NaN, Lessonia berteroana ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8621,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.5,NaN, Lessonia berteroana ,Adulto,0,2,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8622,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12.1,NaN, Lessonia berteroana ,Adulto,0,2,1-17-20(alga verde corta),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8623,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12,NaN, Lessonia berteroana ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8624,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,11.7,NaN, Lessonia berteroana ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8625,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,10.6,NaN, Lessonia berteroana ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8626,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.2,NaN, Lessonia berteroana ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8627,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.3,NaN, Lessonia berteroana ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8628,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,10.1,NaN, Lessonia berteroana ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8629,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,11.9,NaN, Lessonia berteroana ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8630,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12,NaN, Lessonia berteroana ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8631,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.5,NaN, Lessonia berteroana ,Juvenil,0,2,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8632,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12.1,NaN, Lessonia berteroana ,Juvenil,0,2,1-17-20(alga verde corta),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8633,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12,NaN, Lessonia berteroana ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8634,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,11.7,NaN, Lessonia berteroana ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8635,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,10.6,NaN, Lessonia berteroana ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8636,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.2,NaN, Lessonia berteroana ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8637,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.3,NaN, Lessonia berteroana ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8638,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,10.1,NaN, Lessonia berteroana ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8639,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,11.9,NaN, Lessonia berteroana ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8640,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12,NaN, Macrocystis pyrifera ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8641,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.5,NaN, Macrocystis pyrifera ,Adulto,0,2,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8642,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12.1,NaN, Macrocystis pyrifera ,Adulto,0,2,1-17-20(alga verde corta),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8643,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12,NaN, Macrocystis pyrifera ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8644,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,11.7,NaN, Macrocystis pyrifera ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8645,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,10.6,NaN, Macrocystis pyrifera ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8646,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.2,NaN, Macrocystis pyrifera ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8647,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.3,NaN, Macrocystis pyrifera ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8648,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,10.1,NaN, Macrocystis pyrifera ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8649,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,11.9,NaN, Macrocystis pyrifera ,Adulto,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8650,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8651,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.5,NaN, Macrocystis pyrifera ,Juvenil,0,2,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8652,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12.1,NaN, Macrocystis pyrifera ,Juvenil,0,2,1-17-20(alga verde corta),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8653,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,12,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8654,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,11.7,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8655,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,10.6,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8656,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.2,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8657,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,9.3,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8658,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,10.1,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8659,05-03-20,5,3,2020,Cobquecura,AMERB,8,-36.15973333,-72.49288,-36.15921667,-72.82236667,NaN,11.9,NaN, Macrocystis pyrifera ,Juvenil,0,10,1-17-20(alga roja)-27(hydrozoo),A,NaN,Italo Fernandez,Italo Fernandez,Italo Fernandez
8660,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,10,NaN, Lessonia trabeculata ,Adulto,44,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8661,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,11,NaN, Lessonia trabeculata ,Adulto,45,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8662,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,11,NaN, Lessonia trabeculata ,Adulto,67,10,1-20-17,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8663,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,12,NaN, Lessonia trabeculata ,Adulto,35,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8664,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,12,NaN, Lessonia trabeculata ,Adulto,68,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8665,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,9,NaN, Lessonia trabeculata ,Adulto,65,10,1-20(alga roja),B,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8666,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata ,Adulto,63,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8667,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,11,NaN, Lessonia trabeculata ,Adulto,48,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8668,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata ,Adulto,45,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8669,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,12,NaN, Lessonia trabeculata ,Adulto,23,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8670,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,10,NaN, Lessonia trabeculata ,Juvenil,36,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8671,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,11,NaN, Lessonia trabeculata ,Juvenil,31,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8672,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,11,NaN, Lessonia trabeculata ,Juvenil,2,10,1-20-17,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8673,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,12,NaN, Lessonia trabeculata ,Juvenil,32,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8674,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,12,NaN, Lessonia trabeculata ,Juvenil,14,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8675,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,9,NaN, Lessonia trabeculata ,Juvenil,52,10,1-20(alga roja),B,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8676,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata ,Juvenil,7,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8677,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,11,NaN, Lessonia trabeculata ,Juvenil,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8678,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata ,Juvenil,9,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8679,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,12,NaN, Lessonia trabeculata ,Juvenil,7,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8680,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,10,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8681,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,11,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8682,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,11,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20-17,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8683,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,12,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8684,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,12,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8685,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,9,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),B,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8686,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8687,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,11,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8688,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,NaN,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8689,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,12,NaN, Lessonia trabeculata solo disco,NaN,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8690,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,10,NaN, Lessonia berteroana ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8691,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,11,NaN, Lessonia berteroana ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8692,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,11,NaN, Lessonia berteroana ,Adulto,0,10,1-20-17,A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
8693,04-03-20,4,3,2020,Cobquecura,AMERB,9,-36.15496,-72.82288,NaN,NaN,NaN,12,NaN, Lessonia berteroana ,Adulto,0,10,1-20(alga roja),A,NaN,Catalina Ruz,Catalina Ruz,Catalina Ruz
